Tweet,HS,Abusive,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
lie tju siswi kelas 6b sekolah dasar katolik karya yosef istri ronaldo pardede sah,0,0,0,0,0,0,0
koordinasi kuat massa muslim kepung duta myanmar usir duta orang buddha biadab indonesia,1,1,1,1,0,0,0
bhayangkara bina aman te ib masyarakat polisi sektor campaka sambang warga sosialisasi anti hoaks jelang pilih kepala daerah,0,0,0,0,0,0,0
video tangerang cikupa orang iya nikah kemarin viral 6 orang ciduk rukun warga antek antek iya,0,0,0,0,0,0,0
presiden joko widodo ajak ulama dingin situasi jelang laksana pilih kepala daerah pilih kepala daerah serentak 2018 pilih pilih 2019 2019 jokowi jkfc23456789 join kalimat selatan andre opa aktivitas jokowi kornas,0,0,0,0,0,0,0
nyata resmi ketua front bela islam adik armando 1 adik armando orang akademisi laku jahat amp kotor benci amp fitnah noda agama amp ulama,1,0,0,0,0,0,1
dasar jilbab islam kristen yahudi agama manusia sempurna maklum uni,0,0,0,0,0,0,0
buzzer ai politik sibuk rating ai politik liberal syiah amp komunis sibuk jual sekte agama ncbi sibuk jual junjung 2 periode bani jamban sibuk puja napi transparan lalai,1,1,1,0,0,0,0
budaya demokrasi amerika serikat maju indonesia rakyat beda privat publik paham pesawat presiden lekat lembaga presiden sangkut selamat amp aman presiden,0,0,0,0,0,0,0
produksi indonesia presiden joko widodo ritel mal pindah plastik kayak pilih belanja super aksi aksi lingkung 3r,0,0,0,0,0,0,0
ateis kitab p ,0,0,0,0,0,0,0
maiyah aman aman hadir maiyah prajurit aman ajar aman nyaman bahagia muhammad sapril,0,0,0,0,0,0,0
bicara,1,0,0,0,0,0,1
bocah cilik suka banget pisang monyet,0,0,0,0,0,0,0
jokowi mundur kursi presiden,1,0,0,0,0,0,1
bunuh karakter mayor jenderal kivlan zein rezim antek komunis wakil foto,1,0,0,0,0,0,1
gue gue sipit mata gue orang orang bilang gue sipit mata gue melotot,0,0,0,0,0,0,0
40 jokowi mundur gelar negarawan mustahil be ahan lihat,1,0,0,0,0,0,1
izin sekolah swasta dedi purwaka a yayasan kristen khusus hak rakyat agama salam damai ems,0,0,0,0,0,0,0
buaya nya gede gede,0,0,0,0,0,0,0
prabowo orasi bantu rohingya citra isu ai komunis indonesia masif edar media online media sosial ya,1,0,0,0,0,0,1
tai nya jamban sih,0,0,0,0,0,0,0
dasar antek asing,1,0,0,0,0,0,1
gue lihat sih anies ya gue banding ahok mudah bilang mampus bajing berengsek tai paham nenek orang hadap publik rapat internal gue sih mending sih anies ya,1,1,0,0,0,0,1
sifat budaya 1 universal 2 stabil amp dinamis 3 ubah ubah 4 bantu manusia penuh butuh 5 proses ajar,0,0,0,0,0,0,0
jablay mulu anjir wkwk,1,1,0,0,0,0,0
mafia wasit milanisti asing juventini senior angkat gue,0,0,0,0,0,0,0
calling for tenant paramabudaya 2018 telkom universitas selamat siang pasar budaya paramabudaya 2018 hadir yuk te arik pasar produk ribu cinta budaya banget langsung daftar daftar,0,0,0,0,0,0,0
indonesia milik islam kristen buddha hindu cam,0,0,0,0,0,0,0
keren presiden ayo tular internet positif marah postingan nya ,0,0,0,0,0,0,0
yerusalem orang orang ajar indah ragam toleransi wajah kota suci agama islam kristen yahudi toleran terbit mizan mizan 35 yerusalem,0,0,0,0,0,0,0
chirpified ekonomi merosot utang bengkak badan usaha milik negara jual mundur jokowi,1,0,0,0,0,0,1
cebong tetes layan om,1,1,0,0,0,0,1
susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus,0,0,0,0,0,0,0
mbah saleh ppp buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah ppp wacana sistem pilih kepala daerah,0,0,0,0,0,0,0
sih jam jam malam laperrrr tau badan almarhum habis kali gue oceh badan gembrot hmmmmmmmmmm,0,0,0,0,0,0,0
haha iya cacat kayak ya otak otak ayam wkwk,1,1,0,0,1,0,0
tanda orang munafik 3 bicara dusta janji ingkar amanat khianat bukhari,0,0,0,0,0,0,0
monas gila hebat,0,0,0,0,0,0,0
dewan wakil rakyat revisi undang undang terorisme revisi undang undang kalimat kalimat ambigu tuju bagus salah paham salah paham rusak harmonisasi kewarganegaraan pecah,0,0,0,0,0,0,0
babi kejut ,1,1,0,0,0,0,0
cocot comberan tai,1,1,0,0,0,0,1
rezim 50 kuras papua hasil tambang freepo moga papua maju ekonomi indonesia,0,0,0,0,0,0,0
iklan ahok jahat hati hati frustrasi main kasar hasil survei sih nista agama kalah,1,0,1,0,0,0,0
ganti presiden 2019 via uniform resource locator,0,0,0,0,0,0,0
bahasa cina pon letak kandung teks bahasa melayu google translate translate,0,0,0,0,0,0,0
manis sopan gemas adik material makamya masuk jajar my top sissy najis jijik bajaj manis manis gemas gemas anjing asuh kerja gue lepeh jajar adik adik gue mon maaf wkwk,1,1,0,0,0,0,1
wkwk tai oshi oshi kangen junev jahat kakak jendeuk kirim meme cih mulu dasar jomlo oshi pindah on ya hehe,1,1,0,0,0,0,0
agama kedok tipu kali polisi hasil tangkap pasang suami istri nilai tipu 5 000 jemaah bawa kabur uang rupiah 100 miliar sosok,0,0,0,0,0,0,0
masuk kelab malam etika pakai masuk masjid terang terang papar etika pakai langgar pergi iran kelambu paham adab amp budaya beda adab sakit k,0,0,0,0,0,0,0
kali lihat tellernya urus mata uang asing tau omong coba satpam ambil nomor antre suka satpam ambil nomor,0,0,0,0,0,0,0
sampah hina banget sampah orang surat pemberitahuan km,1,1,0,0,0,0,1
catat buka lupa alam pilih kepala daerah daerah khusus kota jaka a 2017 usung ai gerindra hasil tumbang tahan usung koalisi motor,0,0,0,0,0,0,0
bicara igau,1,0,0,0,0,0,1
komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah,0,0,0,0,0,0,0
tolong warganet tau hewan biar viral kayak onta amal gajah,0,0,0,0,0,0,0
narkoba bahaya ilusi suci ahok sang nista,1,1,0,0,0,0,1
 cerita mamah habis beli kerudung lihat nenek lebar kerudung gede ya enak pakai taplak meja te awa sengakak ngakaknya kenap,0,0,0,0,0,0,0
kakak gym bicara hubung umara ulama sepe i hubung umara ulama ideal kakak gym saksi wawancara eksklisif kakak gym,0,0,0,0,0,0,0
allah ancam orang orang munafik laki laki perempuan orang orang kafir neraka jahanam kekal 9 68,0,0,0,0,0,0,0
bodoh dungu idiot teknis acu orang nilai intelligence quotient 70 psikologi,0,0,0,0,0,0,0
ejek bacot ngentot nikah ajak ngewe,1,1,0,0,0,1,0
bodoh banget mun anak ya hina banget sial nya untung modar,1,1,0,0,0,0,0
hancur tai burung hancur tai burung,0,0,0,0,0,0,0
maksud jor joran pinjam ajaib n1 rebut simpati rakyat bombardir media 51 freepo milik indonesia n2 isu got sulit goreng be ransformasi rezim main teknologi got tin,0,0,0,0,0,0,0
gemas sih duduk bangku prioritas usia hamil bawa anak cacat,0,0,0,0,0,0,0
ironi bisnis mega triliun profit mimpi kesana contoh ,0,0,0,0,0,0,0
munafik hati benci ya benci sok damai damai gue viking anjing larang ,1,1,0,0,0,0,0
dana investor asing deputi gubernur bi dody budi waluyo percaya investor masuk po oflio domestik tingkat pasca peringkat utang moody sih investor service invetasi investor ekonomi,0,0,0,0,0,0,0
saran bodoh tolol,1,1,0,0,0,0,1
mata sipit enak susah pakai eyeliner,0,0,0,0,0,0,0
murka anjir main handphone mati,1,1,0,0,0,0,0
wakil rakyat bikin undang undang manfaat rakyat bikin undang undang md3,0,0,0,0,0,0,0
henry tampil konser amal masyarakat cina,0,0,0,0,0,0,0
bodoh paksa banget 2 periode cebong oh cebong,1,1,0,0,0,0,1
sinting baca,1,1,0,0,0,0,0
 tubuh kurus muda orang milik punggung lihat tegap lebar mata sipit tanda kelopak garis wajah lihat gambar watak galak cont,0,0,0,0,0,0,0
clear islam nusantara agama budaya doang ya bro pengaruh ajar islam by the way langsung bilang kafir ya pe anut acu,1,1,1,0,0,0,0
tolak bantu asing asing,0,0,0,0,0,0,0
tonton film piramida piramida ramai ramai seram teriak gue teman gue tertawa tertawa sinting,1,1,0,0,0,0,0
goreng amp kopi prabowo amp jokowi pilih presiden 2019 pas presiden pas kopi pas jokowi jokowi jokowi 2019 jokowi presiden kerja nyata tuju indonesia maju jokowi bangun indonesia uang j,0,0,0,0,0,0,0
orang cina bebas sih mukidi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,1,1,0,1,0,0,0
cebong isi kepala tai cebong pikir waras,1,1,0,0,0,0,1
atomg suka monyet,0,0,0,0,0,0,0
ah nama aneh sih pikir asing tanggap sembari memanggut manggutkan kepala tawa ringan luncur lihat respons gemas candy sadar tangan ulur uak surai sang puan,0,0,0,0,0,0,0
syiah musuh yahudi politik,0,0,0,0,0,0,0
acting nya murah laku pasar cebong ya dungu nya permanen haha minum air kencing bagong tumpul otak,1,1,0,0,0,0,1
tau pasu nasi bungkus kasihan daerah khusus kota daerah khusus kota harap sabar coba wkwk,0,0,0,0,0,0,0
kaum bani cabul bohong makan bohong pulang donatur azab allah ,1,1,0,0,0,1,0
menteri agama omong doang ayat rampas halal allah subhanahu wa taala janji rampas salah buang,1,0,1,0,0,0,0
bacot ngentot pulsa doang teman biar rantau orang kenal wkwk,1,1,0,0,0,0,1
syukur tuhan ikan terima syukur,0,0,0,0,0,0,0
umar bin khattab muslim sejati bela no 1 rasulullah islam khalifah teladan korban cinta rakyat fasih hafal al alquran sederhana jujur wibawa enak,0,0,0,0,0,0,0
syukur syukur kasih cacat insecure hasil minder lihat cantik kesal ,0,0,0,0,0,0,0
gereja katolik buku isi lagu inkulturasi syahdu pakai irama keroncong langgam jawa melayu,0,0,0,0,0,0,0
serah sok kelas najis,1,1,0,0,0,0,1
munafik teriak munafik kaca,1,1,0,0,0,0,1
maling teriak maling kafir teriak kafir orang orang kayak lahir campur tai,1,1,0,0,0,0,1
awkarin makan buaya iya iya,0,0,0,0,0,0,0
nauzubillah rezim anti islam,1,0,1,0,0,0,0
jokowi agus i yudhoyono lawan prabowo tau 2019 ganti presiden 2019 presiden jokowi,1,0,0,0,0,0,1
polisi kutuk,1,1,0,0,0,0,1
komisi berantas korupsi periksa gubernur calon wakil gubernur sumatra utara ijeck sah,0,0,0,0,0,0,0
dungu idiot tambak,1,1,0,0,0,0,0
wkwk anjing,1,1,0,0,0,0,0
sis request kat nak 8 bodoh je bi hday natang nih sis happy buka tengok tegok iphone alaaaa sis maksud s8 iphone 8 my salah 8 je pergi tukar x minat apple iphone eeyewwww uniform resource locator,0,0,0,0,0,0,0
tau ya koar sembarang lihat banget bego fuck,1,1,0,0,0,0,1
kampang orang,1,1,0,0,0,0,1
bicara joko beras impo uniform resource locator,1,0,0,0,0,0,1
mampus kiri menteri bejat,1,1,0,0,0,0,1
ganyang ai komunis indonesia perang buka generasi ai komunis indonesia umat islam,1,0,0,1,0,0,0
jokowi mundur jenderal bantai 2019 pilih presiden,1,0,0,0,0,0,1
miskin hani bani,0,0,0,0,0,0,0
bank rumah realisasi,0,0,0,0,0,0,0
rasulullah bilang bayi lahir suci orang tua yahudi nasrani majusi ,0,0,0,0,0,0,0
ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak uniform resource locator,1,1,0,0,0,0,0
jabat djarot tanda perintah daerah khusus kota bersih transparan profesional bohong anies sandi uniform resource locator,1,0,0,0,0,0,1
wkwk kak pasang poster situ kristen stewa cantik banget haha,0,0,0,0,0,0,0
korban cuci otak mayor jenderal k kunyuk,1,1,0,0,0,0,1
18 07 berita sonora presiden joko widodo jokowi buka indonesia international motor show indonesia international motor show 2018 jaka a international e mayor jaka a pusat kamis 19 4 2018,0,0,0,0,0,0,0
jelang ide makan kesini bro warung pempek palembang jalan wr supratman senggol budaya tohpati,0,0,0,0,0,0,0
rip 4 sks mata kuliah ekonomi ajar ekonomi inflasi pas,0,0,0,0,0,0,0
kosong masjid jemaah khas ala komunis ,0,0,0,0,0,0,0
pintar pintar nih rezim serah kerja anak tk pintar main mobile legend bo ongin congor,1,1,0,0,0,0,1
haha bawa asa bang cebong juang bawa asa ,1,1,0,0,0,0,1
rezim anti islam zalim ulama uniform resource locator,1,0,1,0,0,0,0
bolot sambung uniform resource locator,1,1,0,0,0,0,0
gagal paham kena gagal rangkul cuap cuap gagal paham contoh kelompok 212 kemarin presiden aman aman,0,0,0,0,0,0,0
sulit tutup bocor kapal ya ganti kapal,0,0,0,0,0,0,0
takut bajing minoritas cina negeri hadap mayoritas islam ulang ulang leceh ulam ,1,1,0,0,0,0,0
mata picek a duit paksa beli hutang release 11 bank koar koar bayar dana urus dungu plus kocak ambil,1,1,0,0,1,0,0
kocak kalabong dungu,1,1,0,0,0,0,1
eh tau nasabah tukar tabung pokok urus mata uang asing,0,0,0,0,0,0,0
e eh memek gatal kak kayak habis gigit serangga bantu kasih salep tutup memek pakai selimut,1,1,0,0,0,0,0
profesor menang debat pilih kepala daerah jawa timur,0,0,0,0,0,0,0
anjing anjing orde kayak tukang tipu malu ustaz,1,1,0,0,0,0,1
komen tolol ,1,1,0,0,0,0,1
diam gebuk dewan wakil rakyat,1,0,0,0,0,0,1
 diam buaya,1,1,0,0,0,0,0
muka empok silvy asem banget te awa kena deh habis jahat sih debat final pilih kepala daerah jaka a,1,0,0,0,0,0,1
ya tau keluarga onta dungu mak perek gerwani kuda prabowo ngeeooahahahaaaaaaa ,1,1,0,0,0,1,0
kunjung presiden joko widodo karya tunai labuh ratu sukabumi desa citarik hasil ubah desa buang sampah bau kumuh wisata resap air sampah produk mem,0,0,0,0,0,0,0
orang arab arab wahabi arab syiah arab kristen arab yahudi klan arab bentuk jajah bentuk budaya ekonomi ideologi teknologi arab,0,0,0,0,0,0,0
mandi cuci kakus micin cebong kampret,1,1,0,0,0,0,1
om goda banget pamer kontol bikin pikir bawa arus cinta uniform resource locator,1,1,0,0,0,0,0
calon calon wakil presiden ai adil sejahtera lengkap kualitas prabowo pilih presiden pilih presiden coba duet prabowo rizal ramli insyaallah menang ganti presiden 2019 wujud,0,0,0,0,0,0,0
fiksi buah prosa naratif sifat imajiner imajiner fiksi masuk akal kandung prosa naratif jenis tulis cerita tuju me,0,0,0,0,0,0,0
dasar bencong,1,1,0,0,0,1,0
edannnn vatikan blokir situs umat katolik,0,0,0,0,0,0,0
kangen diktator bodoh antek united state of america bohong rakyat asing rampas sda kayak,1,0,0,0,0,0,1
leluhur ratna sarumpaet prabowo gerak hidup,1,0,0,0,0,0,1
nyata sikap pilih kepala daerah damai anti hoaks warga desa lae luhung kabupaten dairi,0,0,0,0,0,0,0
kayak monyet,1,1,0,0,0,0,0
halaqah amp silaturahmi ulama lampung serah mandat calon wakil presiden cak imin the ne wakil presiden cak imin calon wakil presiden 2019,0,0,0,0,0,0,0
follow beli katolik akun prof wawas bangsa terima kasih,0,0,0,0,0,0,0
rlt saran tugas dosen toleransi agama pilih kepala daerah kitab suci bantu guys,0,0,0,0,0,0,0
iya anjr bacot pengantin tendang gaun nya dayezsah,1,1,0,0,0,0,1
fakultas ekonomi universitas trisakti jalan kiai tapa no 1 6 rukun warga 16 tomang grogol tambur kota jaka a barat daerah khusus kota jaka a 11440 021 56969066,0,0,0,0,0,0,0
pimpin pimpin negara berma abat gubernur serasa presiden,0,0,0,0,0,0,0
kampret salah ketik nya email kantor gue etik serpong nyata pas kirim r nya ,1,1,0,0,0,0,0
kirim hina bikin jatuh cinta sadar tarik hina,0,0,0,0,0,0,0
takbir wan lempar bom allah barbar mayat ayat alquran timur bikin muslim radikal tolol otak,1,1,1,0,0,0,0
setan nama cinta,1,1,0,0,0,0,0
istana asai komunis rakyat lengser jokowi jokowi diktator rakyat tentara nasional indonesia uniform resource locator,1,0,0,0,0,0,1
gambar posting lucu amp hibur zaman agama obyek lucu zaman now paham,0,0,0,0,0,0,0
politik bicara islam balut budaya nusantara alah canda moga sadar amin,0,0,0,0,0,0,0
berengsek gue menang lihat dk goblen uniform resource locator,1,1,0,0,0,0,0
idih modar,1,1,0,0,0,0,0
gue rakyat indonesia sukarela berantas cebong komunis,1,1,0,1,0,0,0
heran orang paksa paksa follow beda ya follow canda ben ,0,0,0,0,0,0,0
yaelah chat urus lihat mesum anggota dewan wakil rakyat diam nyata selingkuh tujuh pura pura budek cebong intelligence quotient ratus otak,1,1,0,0,1,1,0
laku psi laku indonesia rakyat psi agen komunis,1,0,0,1,0,0,0
salah contoh iblis wajah manusia,1,1,0,0,0,0,1
kampret complain raga tanggap fuck,1,1,0,0,0,0,1
ateis agama fase,0,0,0,0,0,0,0
wkwk anjing uniform resource locator,1,1,0,0,0,0,0
fasilitas negara calon presiden,0,0,0,0,0,0,0
gerombol bela ai komunis indonesia nyata kolam dukung nista aduh,1,0,0,1,0,0,0
ngeri om bud sih prabowo republik indonesia 1 undang undang md3 tanda tangan prabowo orang gencar nge sah in md3 sih fz prabowo pilih sah undang undang undang undang kuat po,0,0,0,0,0,0,0
sinting sih main sepak bola jual bahan kimia uniform resource locator,1,1,0,0,0,0,0
thomas uber cup 2018 sih re tai,1,1,0,0,0,0,1
gue baju 2019 ganti presiden a gaji mesti demo minggu minggu presiden enak bikin atur presiden tenaga kerja asing b putus hubung kerja anggur tenaga asing enak c ganti pres,1,0,0,0,0,0,1
bom wtc minyak irak kabar,0,0,0,0,0,0,0
restoran pondok lele aksana cirebon rombong pemuda salah gereja kota cirebon katolik layan bantu,0,0,0,0,0,0,0
transgender calon legislatif pakistan uniform resource locator,0,0,0,0,0,0,0
rakyat sabar lengser tokoh negeri takut santet jokowi cari tokoh nasional berani,1,0,0,0,0,0,1
lihat utama sisi promosi asi games media lokal media media internasional gerak presiden pimpin rapat batas bahas asi games istana bogor rabu 18 4,0,0,0,0,0,0,0
matanajwadebatjaka a lucu banget ahok sambung kena sekak mat pe anyaan isu agama dasar cina tolol haha,1,1,0,1,0,0,0
heran asli burik ,1,1,0,0,0,0,1
kontol bengkok uniform resource locator,1,1,0,0,0,0,0
apes beneeeer jadwal shift pagi 4 besok off lusa shift malam sabtu badan cungkring ampuuuun zzzzzz,0,0,0,0,0,0,0
rencana seret adil ham pbb uniform resource locator,1,0,0,0,0,0,1
pribumi iseng aparat sangarrrr puluh cina racist aparat alay jongos,1,1,0,1,0,0,0
aaaa koordinator wilayah dewan pimpin cabang pondok cina nih smash blast bis maniak smash is back,0,0,0,0,0,0,0
yesus kristus suka bikin orang percaya hidup miskin derita hem berengsek tuhan,1,1,1,0,0,0,0
buddha bunuh muslim myanmar,1,0,1,0,0,0,0
sombong bacot awak rupe monyet awak cakap pakai akal sikit orang singgung anjing,1,1,0,0,1,0,0
orang suka nyinyir pecun lini suka postingan akun open bo ,0,0,0,0,0,0,0
adik ku jilbab pas masuk negeri eh pas ambil wudhu nyeletuk kristen,0,0,0,0,0,0,0
haha alah bodoh takut iv ekgy iya suh mu nyanyi kagu je odo,1,1,0,0,0,0,0
kabar memek tembem,1,1,0,0,0,0,0
gianluigi buffon usir wasit michael oliver presiden uefa,0,0,0,0,0,0,0
kaum cebong senjata nya hoaks data fakta,1,1,0,0,0,0,1
bantah iman allah subhanahu wa taala iman biadab wajib lopor buang islam,1,1,1,0,0,0,0
jihad melulu perang terorisme bom bunuh jihad jihad lawan hawa nafsu,0,0,0,0,0,0,0
cukur bulu memek nih,1,1,0,0,0,0,0
moga setya novanto mati bangkai trotoar mayat makan semut merah,1,1,0,0,0,0,1
fi nih cewek burik now bangsat nyata hode burik,1,1,0,0,0,1,0
lihat kontol gratis skip cuci mata lihat segar hakiki ,1,1,0,0,0,0,0
madura umat rapat baris cepat panggil proses hukum bu suka nista agama,0,0,0,0,0,0,0
iya cocot,1,1,0,0,0,0,1
najis anjir gue suka lobang,1,1,0,0,0,0,0
2 jamu last super kristen salah murid yesus khianat yudas rupa orang 13 duduk kursi yesus salib jumat konon jumat hawa goda adam buah larang,0,0,0,0,0,0,0
nyata senjata mati bom nuklir mulut janji janji manis lamar tau tau lamar cewek astagfirullah,0,0,0,0,0,0,0
maaf sih kunyuk a inya otak nyinyir,1,1,0,0,0,0,1
bunuh munir era ya kakak bin nya ya pilih presiden 2014 tim sukses jokowi,1,0,0,0,0,0,1
halo selamat siang tinggal putar minyak produk jalan kunti street minyak,0,0,0,0,0,0,0
bilang racist dukung lgbt fuck off,1,1,0,0,0,0,0
susilo bambang yudhoyono grand master politik sanggup beliau jokowi presiden uniform resource locator,1,0,0,0,0,0,1
pers program sambung buang islam indonesia manfaat,1,0,1,0,0,0,0
mari jaga adu domba ruf amin ulama mari hormat beliau,0,0,0,0,0,0,0
jujur ai wakil islam ppp habib saggaf al jufri ketua utama al khairat silaturahmi diam beliau a semangat juang umat bangsa,0,0,0,0,0,0,0
masjid tua candi candi milik raja hindu buddha nusantara usir cina,1,0,0,1,0,0,0
iya tuna a inya cacat bilang kasar pilih teman tuli,0,0,0,0,0,0,0
rezim soeha o lepas freepo kuasa jokowi anulir pp susilo bambang yudhoyono salah hitung biaya sesuai divestasi saham 30 rampas,0,0,0,0,0,0,0
pinokio umur 3 2019 ganti presiden,1,0,0,0,0,0,1
mantap direct message baris serba bang,0,0,0,0,0,0,0
hakim bubar komisi berantas korupsi,1,0,0,0,0,0,1
tuju 2019 kiprah orang sus pudjiastuti dipe anyak menteri ikan usaha lang tuju kursi wakil presiden amp a laut kolam sus rabu 18 4 19 30 indonesia barat,0,0,0,0,0,0,0
nyata gue pulsa raib gue sih indosat boros banget pulsa tib ,0,0,0,0,0,0,0
gue culun orang bekal mimpi minat amp ketrampilan,0,0,0,0,0,0,0
pisang anjing gede banget,1,1,0,0,0,0,0
eh anjing awas sih biru biru bawa orang back stage gue kepret pakai ahgabong bodoh,1,1,0,0,0,0,1
gila manusia bejat lahir batin maksiat muka syariat tuhan rusak hina duuhhhh gustiiiiiiiiiiiiiiii,1,1,0,0,0,0,0
jokowi 2 periode,0,0,0,0,0,0,0
kasur enak kunyuk,1,1,0,0,0,0,0
percaya dukung beliau aktivis tulen abal abal kiprah ai beliau kenal konsisten juang orang cilik penjara zaman huta,0,0,0,0,0,0,0
bukti nyata cina indonesia antek jajah,1,0,0,1,0,0,0
dungu laku rezim dungu klop,1,1,0,0,0,0,1
adrp dasar jablay,1,1,0,0,0,1,0
sebar hoaks bangun era jokowi,1,0,0,0,0,0,1
rupiah haneul bejat suka memek muka berondong on retweet,1,1,0,0,0,1,0
kasih dunia maya kangen salat habis salat sadar khayal hadeuuuuuhhhh kontol,1,1,0,0,0,0,0
komisi berantas korupsi bubar manfaat buang uang rakyat urus korupsi polisi impoten lembaga lebur era presiden rakyat indonesia percaya institusi in,1,0,0,0,0,0,1
3 tangan jalan lubang cepat tangan jalan lubang jawa milik standar operasional prosedur sop maksimal tangan komitmen gubernur ganjar wujud jalan jawa bebas l,0,0,0,0,0,0,0
cebong mangap kolam butek ,1,1,0,0,0,0,1
logika arab saudi investasi cina 800 t cina investasi indonesia protes tolol nama ,1,1,0,0,0,0,1
calon gubernur lampung pe ani,0,0,0,0,0,0,0
kyulkyung visualisasi edan,1,1,0,0,0,0,0
ketemu klien orang batak marah gue marah berengsek malu kantor,1,1,0,1,0,0,0
media sosial presiden soeha o lengser jokowi,1,0,0,0,0,0,1
komisi berantas korupsi serah bubar uniform resource locator,1,0,0,0,0,0,1
inus modus antek kaum liberal syiah yahudi hancur islam ahlusunah sunnah khusus,0,0,0,0,0,0,0
sih heran antek antek ai komunis indonesia muncul rintik rintik hujan,1,0,0,1,0,0,0
mata picek bukti hoaks bukti km lorot otak,1,1,0,0,1,0,0
keren umat buddha usir indonesia,1,0,1,0,0,0,0
alkohol haram penyalahgunaan agama,0,0,0,0,0,0,0
monyet koloe bilang saudara ogah hidup ya hati comberan,1,1,0,0,0,0,1
bom djia,0,0,0,0,0,0,0
populer 8 prabowo isu rohingya tekan perintah uniform resource locator uniform resource locator,1,0,0,0,0,0,1
sih geblek haha,1,1,0,0,0,0,0
oh to menang anies sandi kemarin pakai saracen ya,1,0,0,0,0,0,1
setan dungu nih burittt,1,1,0,0,0,0,1
oh iya biar manusia homo pas upacara,1,1,0,0,0,0,0
astagfirullah elok tuduh orang kafir,0,0,0,0,0,0,0
ups 2 x ngentot kontol kakak ngaceng iya,1,1,0,0,0,0,0
nama cari nafkah bangsat,1,1,0,0,0,0,1
alhamdulillah gerak sp i mas oknum oknum jahat tunggu moga golput lengser jokowi,1,0,0,0,0,0,1
afgan sukses takluk bandung sides indonesia tour 2016 via,0,0,0,0,0,0,0
bolot,1,1,0,0,0,0,0
ridwan kamil hebat top kayak ahok tukang nista agama koruptor,1,1,1,0,0,0,0
tau anjir nih tanam hati hati mbak,1,1,0,0,0,0,1
pas cari temu bunyi mulu anjir,1,1,0,0,0,0,0
stop tutup iklan meike a meike a proyek bodong pribumi sampah jongos cina be obat,1,1,0,1,0,0,0
lengser lengser jokowi,1,0,0,0,0,0,1
kampung,1,1,0,0,0,0,1
rezim laknat sih jokowi kodok 2019 ganti presiden 2019 ganti presiden 2019 jokowi,1,1,0,0,0,0,1
umur 22 pasang sesuai bodoh nak curang bosan and sok on umur umur ,0,0,0,0,0,0,0
kecoak belatung paham ambil bijak enak jidat ,1,1,0,0,0,0,0
kampanye racist bicara nya ahok untung goblok kafir untung perkosa bunuh enak duit,1,1,1,0,0,1,0
populer ekonomi jokowi 222 proyek strategis nila rupiah 4 100 t,0,0,0,0,0,0,0
cengeng tai uniform resource locator,1,1,0,0,0,0,1
bangga spirit juang timnas garuda mbok rusak sinis komentator dengar suara komentator ya stadion be eriaklah orang orang orang cari duit sisi hu silit,1,1,0,0,0,0,0
cerah adora hilman alina too complicated fucker sih rl nyata niat fucker gila sih paham sih mesti fucker suka jenis show off sih,1,1,0,0,0,0,0
nama anak buah iblis muslim taat musuh muslim maksiat puji puji bela negeri benci jilat asing hormat,1,1,0,0,0,0,0
8 sisi tani milik 2 tanah produktif korporasi tuan tanah mengakuisi ribu hektar tanah fasilitas rejim adil tanah,0,0,0,0,0,0,0
sabaaaaaaaaaarrr aahhh desah emut kontol jilat tete gigit puting klima ,1,1,0,0,0,0,0
jago bakar isu ai komunis indonesia komunis,1,0,0,1,0,0,0
anjir mangkanya gue on mulu,1,1,0,0,0,0,0
modar,1,1,0,0,0,0,1
ganti kepala polisi republik indonesia ganti presiden lengser jokowi harga mati,1,0,0,0,0,0,1
stigma ai komunis indonesia komunis kafir munafik babi ya dewan wakil rakyat teriak gantung bunuh usir warga negara indonesia etnis cina,1,1,0,1,0,0,0
islam nusantara koen kate lapo jancuk mata picek sugik,1,1,0,0,1,0,0
akun anak ai komunis indonesia,1,0,0,1,0,0,0
status jomlo nya gilir cowok komen status nya sok cuek cewek bajing dahak biawak kadal air,1,1,0,0,0,0,1
lelaki melayu nih cik cik pakai seksi zina mata tengok porno zina sungguh golong bodoh tombol pintu,1,1,0,0,0,0,0
main ah wkwk uniform resource locator,0,0,0,0,0,0,0
guru anak ajar spiritualitas sifat universal ajar islam hindu sepe i duduk adab sindhu hindu beliau terima jalan beliau panggil nya allah,0,0,0,0,0,0,0
sumpah gue puasa 7 jam 4 sore langsung otak pentium 2 lot najis meeting coel coel gue bengong sahur haha,1,1,0,0,0,0,0
responden institute of southeast asi studies orang indonesia turun cina milik loyalitas hadap republik rakyat cina,1,0,0,1,0,0,0
gebuk komunis ai komunis indonesia selamat negara republik indonesia kasih kendor bantai ulama kiai nu ulang,1,0,0,1,0,0,0
orang orang iman masuk islam langkah setan qs ,0,0,0,0,0,0,0
ahok paham pb nya bahan serang p jokowi kelompok bani togel 212 kang surat pemberitahuan remisi napi 1 teroris koruptor narkoba kang p ahok bebas murni,1,0,0,0,0,0,1
